,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Genes
LRP8,8.23E-06,0.284756975,0.094,0.081,0.146241242,LRP8
TMEM220,8.27E-06,0.242894631,0.105,0.091,0.146994414,TMEM220
DLG4,8.35E-06,0.278875738,0.176,0.161,0.148309186,DLG4
QSER1,8.48E-06,0.282540233,0.245,0.231,0.150623576,QSER1
PPP3R1,8.54E-06,0.206704553,0.431,0.429,0.151760476,PPP3R1
FAM76A,8.55E-06,0.29102966,0.197,0.181,0.151959591,FAM76A
ZFP41,8.64E-06,0.471853277,0.147,0.134,0.153465458,ZFP41
PPARA,8.75E-06,0.286946729,0.12,0.105,0.155379805,PPARA
ATG10,8.78E-06,0.344960068,0.063,0.052,0.155987196,ATG10
SLC22A18,8.99E-06,0.251798078,0.264,0.251,0.159684708,SLC22A18
SMKR1,9.04E-06,0.525344974,0.034,0.026,0.160602053,SMKR1
ARG2,9.11E-06,0.447425506,0.067,0.055,0.161755261,ARG2
EIF4EBP3,9.23E-06,0.269551274,0.316,0.305,0.163884802,EIF4EBP3
CDS1,9.24E-06,0.320380492,0.223,0.21,0.164071286,CDS1
GCNT1,9.51E-06,-0.313119256,0.013,0.019,0.168904471,GCNT1
FABP5,9.56E-06,0.34731857,0.365,0.368,0.169864661,FABP5
ETFBKMT,9.61E-06,0.661470325,0.059,0.049,0.170697413,ETFBKMT
ALG12,9.70E-06,0.318173314,0.296,0.285,0.172389708,ALG12
IQCK,9.83E-06,0.299621348,0.202,0.186,0.174563903,IQCK
MRNIP,9.94E-06,0.223948892,0.315,0.303,0.176642484,MRNIP
IGKV5-2,1.01E-05,-1.355534677,0.01,0.016,0.178889587,IGKV5-2
COL11A2,1.01E-05,-0.215697772,0.016,0.023,0.179121795,COL11A2
HYLS1,1.03E-05,0.545626857,0.082,0.071,0.1829166,HYLS1
TCEAL7,1.03E-05,0.61603759,0.055,0.045,0.183238268,TCEAL7
TRAJ54,1.06E-05,-0.613277404,0.013,0.02,0.187986233,TRAJ54
SMIM10,1.07E-05,0.601914724,0.077,0.065,0.189312262,SMIM10
PRSS16,1.07E-05,0.522818148,0.152,0.139,0.189548315,PRSS16
MATN4,1.07E-05,-0.876636608,0.006,0.011,0.18959454,MATN4
TRMT9B,1.09E-05,0.295891315,0.058,0.047,0.193365037,TRMT9B
OSCP1,1.09E-05,0.401829863,0.053,0.043,0.194256987,OSCP1
GPR75,1.10E-05,0.570305935,0.035,0.027,0.195057895,GPR75
AC005551.1,1.11E-05,-0.475668767,0.007,0.013,0.196906177,AC005551.1
RNF39,1.13E-05,-0.232901857,0.065,0.077,0.200753013,RNF39
SARDH,1.14E-05,-0.275142855,0.082,0.096,0.201624783,SARDH
C5orf34,1.15E-05,-0.479315049,0.017,0.024,0.204717763,C5orf34
SYT1,1.17E-05,-0.408127188,0.007,0.011,0.207933502,SYT1
ZBTB42,1.19E-05,0.465067114,0.055,0.045,0.210921785,ZBTB42
E2F2,1.21E-05,-0.394411064,0.017,0.025,0.215060543,E2F2
TRIM36,1.22E-05,0.581495859,0.045,0.036,0.216401826,TRIM36
MOGAT2,1.22E-05,-0.284555438,0.012,0.018,0.217563853,MOGAT2
MPDZ,1.24E-05,0.383450801,0.098,0.085,0.220312789,MPDZ
TNFRSF19,1.24E-05,0.515484436,0.102,0.09,0.221146236,TNFRSF19
KCNH3,1.25E-05,0.567285724,0.026,0.02,0.221444799,KCNH3
RFXAP,1.25E-05,0.366529199,0.103,0.09,0.221515884,RFXAP
GPI,1.25E-05,0.256830569,0.846,0.855,0.222755834,GPI
YPEL2,1.26E-05,0.330497127,0.158,0.144,0.223251159,YPEL2
TMEM68,1.28E-05,0.279362763,0.254,0.242,0.228006787,TMEM68
ATG4C,1.29E-05,0.464573413,0.081,0.069,0.229933867,ATG4C
ATOH8,1.30E-05,0.637231277,0.051,0.042,0.231798424,ATOH8
ZC3H3,1.33E-05,0.36055654,0.289,0.278,0.236986073,ZC3H3
ICAM5,1.36E-05,0.810016362,0.03,0.023,0.240935619,ICAM5
FCN1,1.36E-05,-0.266398648,0.031,0.04,0.241955827,FCN1
PJVK,1.38E-05,0.568808705,0.061,0.051,0.244585083,PJVK
LTB4R2,1.39E-05,-0.332037921,0.062,0.074,0.246592709,LTB4R2
CCDC3,1.39E-05,0.289649087,0.105,0.091,0.246844063,CCDC3
HIC2,1.44E-05,0.245198347,0.088,0.075,0.256059981,HIC2
LRRC8E,1.44E-05,0.546940526,0.044,0.035,0.256653887,LRRC8E
PHEX,1.45E-05,1.408995665,0.011,0.006,0.25747718,PHEX
BBS2,1.47E-05,0.253681842,0.234,0.221,0.261398036,BBS2
AGL,1.47E-05,0.326630937,0.105,0.092,0.261923292,AGL
SLC19A2,1.48E-05,0.329468271,0.243,0.228,0.262763477,SLC19A2
FBXL16,1.50E-05,0.81323701,0.031,0.024,0.266789288,FBXL16
MED4,1.51E-05,0.232378644,0.327,0.321,0.26798414,MED4
SHC4,1.51E-05,1.417756546,0.011,0.006,0.268163542,SHC4
ZNF292,1.52E-05,0.40522852,0.248,0.238,0.269371956,ZNF292
NAT1,1.54E-05,-0.362925488,0.035,0.045,0.273159468,NAT1
LRGUK,1.54E-05,-0.359086162,0.044,0.055,0.273666678,LRGUK
MCM10,1.54E-05,-0.315412541,0.036,0.046,0.273832559,MCM10
DNHD1,1.55E-05,0.233845163,0.153,0.138,0.27521861,DNHD1
FAM81B,1.55E-05,0.545435463,0.041,0.033,0.275441704,FAM81B
BCAS4,1.55E-05,0.396381612,0.237,0.228,0.275813131,BCAS4
FNDC4,1.57E-05,0.277856483,0.192,0.177,0.279024826,FNDC4
PDK1,1.57E-05,0.435597341,0.1,0.087,0.279529613,PDK1
ITGAL,1.60E-05,-0.354367978,0.027,0.036,0.283533852,ITGAL
PLEKHH1,1.60E-05,0.225245629,0.141,0.126,0.283811501,PLEKHH1
UBE2V2,1.60E-05,0.325039854,0.11,0.096,0.284203349,UBE2V2
PPP5D1,1.60E-05,0.710970413,0.015,0.01,0.284329949,PPP5D1
ZFR,1.68E-05,0.203990471,0.515,0.525,0.298950608,ZFR
CTPS2,1.70E-05,0.337042243,0.17,0.156,0.301622939,CTPS2
HMCN2,1.70E-05,0.874403682,0.041,0.033,0.301782089,HMCN2
DMBX1,1.71E-05,-0.219413275,0.017,0.024,0.303561764,DMBX1
RNF20,1.74E-05,0.297373626,0.291,0.281,0.308877454,RNF20
DUOXA2,1.75E-05,0.487523989,0.282,0.266,0.310385062,DUOXA2
FZD8,1.75E-05,0.609206018,0.049,0.04,0.310802543,FZD8
IL17D,1.76E-05,0.899190634,0.015,0.01,0.312736471,IL17D
INSYN1,1.77E-05,0.446391643,0.036,0.028,0.313979065,INSYN1
IPP,1.80E-05,0.499186054,0.059,0.049,0.320069507,IPP
BRF1,1.81E-05,0.214153292,0.219,0.204,0.320789438,BRF1
COMMD5,1.83E-05,0.28561143,0.309,0.301,0.32462015,COMMD5
NME8,1.83E-05,0.724797624,0.01,0.006,0.324996389,NME8
FAM71F2,1.83E-05,0.515832208,0.035,0.027,0.325525255,FAM71F2
PCF11,1.88E-05,0.362061139,0.189,0.176,0.334148872,PCF11
OSR2,1.90E-05,0.239541795,0.084,0.072,0.337598571,OSR2
APOBEC1,1.91E-05,-0.390221312,0.042,0.053,0.338917237,APOBEC1
ETV2,1.91E-05,0.380136303,0.051,0.042,0.340179577,ETV2
CRMP1,1.95E-05,0.579769408,0.054,0.044,0.347099473,CRMP1
CCDC22,1.98E-05,0.296766337,0.211,0.197,0.351418442,CCDC22
KIAA1211L,2.01E-05,0.440461769,0.163,0.15,0.356350004,KIAA1211L
SLC6A16,2.04E-05,0.563045384,0.012,0.008,0.363167626,SLC6A16
CCDC40,2.05E-05,0.369710295,0.086,0.073,0.364551894,CCDC40
TMTC1,2.06E-05,0.684317467,0.01,0.006,0.366244776,TMTC1
MFSD3,2.06E-05,0.278494501,0.178,0.163,0.36638198,MFSD3
GORASP1,2.07E-05,0.265909205,0.335,0.329,0.366871964,GORASP1
SLC7A1,2.07E-05,0.335057882,0.257,0.245,0.366944689,SLC7A1
PLXNB3,2.07E-05,0.292017082,0.219,0.203,0.367835893,PLXNB3
PON1,2.09E-05,-0.76914117,0.008,0.013,0.370386953,PON1
ACO1,2.14E-05,0.37210374,0.294,0.289,0.379306239,ACO1
HOXA5,2.15E-05,0.497306069,0.076,0.066,0.382337083,HOXA5
UGT1A1,2.19E-05,0.558184301,0.068,0.057,0.389264164,UGT1A1
NUDT7,2.25E-05,0.33530177,0.051,0.042,0.400517081,NUDT7
C6orf163,2.29E-05,-0.416484312,0.035,0.044,0.406181799,C6orf163
TRAJ33,2.30E-05,-0.487947371,0.012,0.019,0.408084056,TRAJ33
TXK,2.31E-05,-0.269680502,0.044,0.055,0.410143602,TXK
KLF12,2.36E-05,0.497541478,0.114,0.102,0.418954103,KLF12
EHHADH,2.36E-05,0.464578789,0.087,0.076,0.420065501,EHHADH
TMEM158,2.38E-05,0.238956254,0.296,0.283,0.421959777,TMEM158
FTCDNL1,2.38E-05,-0.506608983,0.024,0.032,0.422082156,FTCDNL1
NRXN3,2.46E-05,0.854939015,0.041,0.033,0.43669862,NRXN3
NRSN2,2.48E-05,0.329920831,0.157,0.143,0.441324268,NRSN2
C11orf94,2.49E-05,0.812853163,0.013,0.008,0.442617428,C11orf94
DEPDC7,2.59E-05,0.88455561,0.01,0.006,0.460285838,DEPDC7
SHROOM4,2.60E-05,0.289423119,0.08,0.068,0.461042443,SHROOM4
DPP6,2.64E-05,0.629305357,0.012,0.007,0.468198124,DPP6
ZNF324,2.64E-05,0.321654527,0.113,0.1,0.468881202,ZNF324
NR2C2,2.68E-05,0.276992862,0.264,0.253,0.476022013,NR2C2
SLC11A2,2.69E-05,0.205751462,0.348,0.34,0.478531345,SLC11A2
NEU1,2.71E-05,0.309503898,0.272,0.261,0.481648431,NEU1
LTN1,2.72E-05,-0.243897571,0.027,0.036,0.48329376,LTN1
IRF2BPL,2.72E-05,0.352344313,0.186,0.174,0.483366069,IRF2BPL
SLC2A9,2.77E-05,-0.258061257,0.061,0.073,0.491416238,SLC2A9
INSIG1,2.84E-05,0.253316334,0.408,0.41,0.504827862,INSIG1
DENND2C,2.85E-05,0.398669653,0.021,0.015,0.506618041,DENND2C
AEN,2.89E-05,0.260554894,0.239,0.226,0.51397406,AEN
AGTR1,2.96E-05,0.640339416,0.021,0.015,0.526449136,AGTR1
CHID1,2.97E-05,0.233885461,0.446,0.453,0.527112296,CHID1
CHADL,3.05E-05,0.475029884,0.051,0.042,0.542199401,CHADL
FGFBP3,3.05E-05,0.377658767,0.056,0.046,0.542346036,FGFBP3
UTS2,3.07E-05,0.524127764,0.017,0.012,0.54561134,UTS2
NPRL3,3.08E-05,0.2771429,0.288,0.279,0.546260808,NPRL3
SLC25A2,3.09E-05,-0.531998518,0.009,0.015,0.549737022,SLC25A2
B3GALT4,3.14E-05,0.265111591,0.202,0.189,0.557946607,B3GALT4
TRAPPC11,3.14E-05,0.354876797,0.187,0.173,0.558257809,TRAPPC11
IL20RA,3.15E-05,0.427798595,0.064,0.054,0.558802374,IL20RA
DBF4B,3.15E-05,-0.411766368,0.021,0.029,0.559872264,DBF4B
GCNA,3.18E-05,-0.248073286,0.026,0.034,0.564119238,GCNA
CLPTM1,3.19E-05,-0.26102529,0.621,0.652,0.5661583,CLPTM1
CDC25C,3.19E-05,-0.516842159,0.011,0.017,0.567220825,CDC25C
FBRS,3.22E-05,0.231149698,0.355,0.35,0.571336553,FBRS
ADCY4,3.24E-05,-0.233442867,0.094,0.108,0.575235911,ADCY4
PANX2,3.24E-05,-0.447771831,0.031,0.039,0.575893834,PANX2
TRMO,3.26E-05,0.272305691,0.085,0.073,0.579246933,TRMO
FOXJ2,3.34E-05,0.426014771,0.152,0.139,0.592441584,FOXJ2
SLC48A1,3.38E-05,0.39086528,0.19,0.177,0.59960679,SLC48A1
SLC8A2,3.38E-05,0.544859491,0.015,0.01,0.599643054,SLC8A2
TMEM61,3.38E-05,0.432968071,0.014,0.01,0.600065054,TMEM61
SRRM5,3.39E-05,-0.387549972,0.011,0.017,0.602055748,SRRM5
CPEB1,3.49E-05,0.837144123,0.011,0.007,0.620669625,CPEB1
ZNF316,3.51E-05,0.273409309,0.171,0.157,0.623786869,ZNF316
TOR1AIP1,3.52E-05,0.266291196,0.281,0.27,0.624652431,TOR1AIP1
HLA-G,3.58E-05,0.278874101,0.064,0.054,0.636744401,HLA-G
CENPC,3.68E-05,0.355102287,0.197,0.184,0.653441275,CENPC
ZBTB21,3.70E-05,0.309735262,0.162,0.148,0.657690976,ZBTB21
LMBRD2,3.72E-05,0.448754607,0.163,0.15,0.661601552,LMBRD2
GPLD1,3.77E-05,-0.223048505,0.02,0.027,0.668961633,GPLD1
OR5P3,3.83E-05,-0.303913392,0.007,0.011,0.680112627,OR5P3
TRAV1-2,3.89E-05,0.780015595,0.014,0.009,0.691388005,TRAV1-2
TOGARAM1,3.98E-05,0.339048013,0.139,0.126,0.706874804,TOGARAM1
TSPAN32,4.00E-05,-0.224911839,0.024,0.032,0.709942556,TSPAN32
ELL,4.02E-05,0.239584811,0.297,0.287,0.71368375,ELL
ABCA9,4.11E-05,0.214107837,0.078,0.067,0.72958392,ABCA9
TMEM175,4.14E-05,0.282028164,0.197,0.184,0.735056761,TMEM175
TRMT10A,4.14E-05,0.332998875,0.055,0.046,0.735420916,TRMT10A
TMEM184C,4.16E-05,0.304694179,0.249,0.237,0.738669123,TMEM184C
ZNF404,4.34E-05,-0.49125348,0.013,0.019,0.771644258,ZNF404
DHX34,4.35E-05,0.362494134,0.224,0.215,0.773360731,DHX34
GSTZ1,4.39E-05,0.263774942,0.168,0.153,0.780548272,GSTZ1
GNA14,4.41E-05,-0.305248054,0.056,0.067,0.783535068,GNA14
NXPH3,4.44E-05,0.841842994,0.039,0.031,0.788298304,NXPH3
RSU1,4.46E-05,0.232722443,0.385,0.382,0.791555489,RSU1
ZNF33B,4.49E-05,0.349430128,0.262,0.256,0.797613964,ZNF33B
IRF4,4.51E-05,-0.311241157,0.065,0.076,0.801326318,IRF4
FBXO10,4.52E-05,-0.404643724,0.039,0.048,0.803573415,FBXO10
ZMYM4,4.59E-05,0.283961835,0.205,0.192,0.815110278,ZMYM4
AGA,4.60E-05,0.263566127,0.153,0.138,0.817771693,AGA
ARMH4,4.62E-05,-0.278258161,0.037,0.046,0.82070198,ARMH4
ARNTL,4.65E-05,0.404903854,0.149,0.137,0.825313639,ARNTL
OTUB2,4.65E-05,-0.324048985,0.044,0.054,0.825954598,OTUB2
MAGED2,4.66E-05,0.295180841,0.297,0.289,0.827328607,MAGED2
TTC30A,4.82E-05,0.395986401,0.109,0.097,0.856867323,TTC30A
MFSD11,4.84E-05,-0.38212844,0.379,0.416,0.859751245,MFSD11
RAB7B,4.90E-05,0.332345642,0.147,0.134,0.87110516,RAB7B
ZNF573,4.96E-05,0.348106815,0.069,0.059,0.881292121,ZNF573
MYRIP,5.00E-05,0.774251874,0.014,0.009,0.887696193,MYRIP
TRAV17,5.00E-05,-0.771007291,0.009,0.015,0.888349704,TRAV17
TRAJ3,5.01E-05,-0.535851929,0.026,0.034,0.889113816,TRAJ3
IFT172,5.05E-05,0.275763797,0.178,0.165,0.896666663,IFT172
ZNF595,5.14E-05,0.447979482,0.065,0.055,0.912638656,ZNF595
FRMD3,5.17E-05,-0.227070207,0.037,0.046,0.918688798,FRMD3
ATP8B2,5.19E-05,0.250108555,0.21,0.196,0.922143432,ATP8B2
HAMP,5.22E-05,0.476090368,0.038,0.03,0.92677521,HAMP
WDR89,5.31E-05,0.363765937,0.123,0.11,0.943419004,WDR89
GPR37,5.41E-05,0.830414805,0.013,0.009,0.960200418,GPR37
CDH13,5.56E-05,0.635521033,0.039,0.032,0.987745011,CDH13
SIK2,5.61E-05,0.232380426,0.278,0.267,0.99629745,SIK2
IGLV6-57,5.67E-05,0.38257026,0.094,0.082,1,IGLV6-57
MFAP3L,5.67E-05,0.293799847,0.082,0.07,1,MFAP3L
CNOT10,5.75E-05,0.33005988,0.274,0.265,1,CNOT10
TCF4,5.88E-05,0.250574952,0.24,0.228,1,TCF4
AOPEP,5.98E-05,0.246425417,0.186,0.171,1,AOPEP
LRRIQ3,6.01E-05,-0.253405223,0.02,0.027,1,LRRIQ3
TRBV3-1,6.04E-05,-0.52066096,0.007,0.011,1,TRBV3-1
ALDH3B2,6.04E-05,0.864900125,0.033,0.026,1,ALDH3B2
EPHA10,6.12E-05,0.423464006,0.129,0.117,1,EPHA10
FANK1,6.15E-05,-0.387451281,0.049,0.059,1,FANK1
CCNG1,6.24E-05,0.207326089,0.396,0.394,1,CCNG1
GRIA3,6.34E-05,0.327763881,0.03,0.023,1,GRIA3
FKBP7,6.36E-05,0.283545463,0.164,0.151,1,FKBP7
ATM,6.43E-05,0.305149194,0.25,0.239,1,ATM
TNFRSF8,6.48E-05,-0.23169681,0.008,0.012,1,TNFRSF8
LIPE,6.54E-05,0.525247799,0.036,0.029,1,LIPE
FAM122A,6.55E-05,0.315316539,0.131,0.118,1,FAM122A
SYTL3,6.58E-05,-0.400761644,0.013,0.019,1,SYTL3
TRMT12,6.59E-05,0.350112051,0.147,0.135,1,TRMT12
TTC22,6.59E-05,0.312003248,0.204,0.191,1,TTC22
SLC12A5,6.64E-05,0.57002539,0.039,0.031,1,SLC12A5
TAPT1,6.67E-05,0.640184916,0.033,0.026,1,TAPT1
ST3GAL6,6.69E-05,0.30338729,0.121,0.108,1,ST3GAL6
CFP,6.72E-05,-0.329226483,0.008,0.012,1,CFP
LRRC39,6.84E-05,0.625483427,0.014,0.009,1,LRRC39
RSAD1,6.88E-05,0.238089199,0.215,0.201,1,RSAD1
SLC20A2,6.98E-05,0.269150826,0.294,0.285,1,SLC20A2
RBSN,7.02E-05,0.376973762,0.119,0.107,1,RBSN
HAS2,7.06E-05,0.358495536,0.119,0.107,1,HAS2
ZC4H2,7.07E-05,0.352147375,0.182,0.17,1,ZC4H2
AKTIP,7.18E-05,0.287356598,0.27,0.261,1,AKTIP
DGCR6L,7.22E-05,0.60493669,0.034,0.026,1,DGCR6L
PAX9,7.33E-05,-0.272779184,0.019,0.026,1,PAX9
C3orf14,7.41E-05,0.438450678,0.189,0.18,1,C3orf14
SMG6,7.42E-05,0.274603033,0.182,0.168,1,SMG6
MNAT1,7.45E-05,0.250696249,0.322,0.317,1,MNAT1
SLC25A21,7.46E-05,0.786060757,0.014,0.009,1,SLC25A21
DPY19L4,7.64E-05,0.366236554,0.211,0.2,1,DPY19L4
SLC19A3,7.73E-05,0.260129452,0.084,0.073,1,SLC19A3
EML1,7.86E-05,0.377562241,0.068,0.058,1,EML1
TNC,7.88E-05,0.513026094,0.38,0.377,1,TNC
SPATA7,7.91E-05,0.399076549,0.09,0.079,1,SPATA7
PTAR1,8.05E-05,0.222320627,0.378,0.376,1,PTAR1
SYN1,8.24E-05,0.624095419,0.018,0.013,1,SYN1
ABHD3,8.32E-05,0.241235021,0.153,0.14,1,ABHD3
TFR2,8.39E-05,0.805476309,0.026,0.02,1,TFR2
ANGPTL6,8.48E-05,-0.493432472,0.007,0.011,1,ANGPTL6
MIS18A,8.49E-05,-0.312392946,0.021,0.028,1,MIS18A
UNC13B,8.58E-05,0.477264059,0.229,0.221,1,UNC13B
AXIN1,8.60E-05,0.32461099,0.264,0.254,1,AXIN1
RBM44,8.60E-05,0.555716939,0.029,0.023,1,RBM44
FTSJ1,8.60E-05,0.393523602,0.226,0.218,1,FTSJ1
CRACR2A,8.63E-05,0.492937092,0.214,0.207,1,CRACR2A
DNLZ,8.86E-05,0.554066431,0.018,0.013,1,DNLZ
ZNF660,8.89E-05,0.447866866,0.054,0.045,1,ZNF660
RRH,8.93E-05,1.113635807,0.016,0.011,1,RRH
SCML4,8.97E-05,-0.459439673,0.016,0.022,1,SCML4
BORCS7,9.16E-05,0.278949835,0.208,0.195,1,BORCS7
RLF,9.16E-05,0.308304296,0.192,0.181,1,RLF
WDR3,9.26E-05,0.276863996,0.232,0.222,1,WDR3
DENND5B,9.27E-05,0.239902178,0.151,0.138,1,DENND5B
KMO,9.34E-05,-0.455752594,0.011,0.017,1,KMO
THSD7A,9.42E-05,0.718279872,0.042,0.034,1,THSD7A
NR3C1,9.59E-05,0.266585716,0.237,0.225,1,NR3C1
SPAG8,9.65E-05,0.402762466,0.03,0.023,1,SPAG8
ITK,9.73E-05,-0.294376841,0.05,0.06,1,ITK
GPHA2,9.86E-05,-0.351817421,0.007,0.011,1,GPHA2
PLSCR3,9.94E-05,0.21861982,0.375,0.371,1,PLSCR3
AIRE,0.000100094,0.735465912,0.01,0.007,1,AIRE
CCBE1,0.000101091,0.62233356,0.021,0.015,1,CCBE1
TTC8,0.0001011,0.312661491,0.18,0.166,1,TTC8
YY2,0.000101111,0.570338226,0.022,0.016,1,YY2
DDR2,0.000101757,0.388594361,0.135,0.123,1,DDR2
DUSP1,0.000102902,0.301990843,0.677,0.723,1,DUSP1
SETD9,0.000107611,-0.237287916,0.056,0.067,1,SETD9
POLA1,0.000108707,0.386395005,0.181,0.17,1,POLA1
SMIM38,0.000109127,0.409044712,0.02,0.015,1,SMIM38
ZC2HC1A,0.000109135,0.343082458,0.172,0.16,1,ZC2HC1A
ZNF423,0.000109144,0.219391089,0.171,0.157,1,ZNF423
RIMKLA,0.000109171,0.591680712,0.047,0.039,1,RIMKLA
GP1BB,0.000110554,-0.21817508,0.049,0.059,1,GP1BB
MOSMO,0.000110557,0.409995403,0.167,0.155,1,MOSMO
ZNF569,0.000112536,0.503696247,0.024,0.019,1,ZNF569
NAA50,0.000112558,0.215709733,0.315,0.306,1,NAA50
TPCN2,0.000115016,0.268954247,0.191,0.179,1,TPCN2
C11orf54,0.00011669,0.217335135,0.307,0.3,1,C11orf54
NHS,0.000117626,0.466482625,0.088,0.078,1,NHS
MINDY3,0.000117776,0.334187795,0.167,0.154,1,MINDY3
MOV10L1,0.000118309,-0.36880047,0.007,0.012,1,MOV10L1
WASF1,0.000121326,0.473555709,0.096,0.085,1,WASF1
GOLT1A,0.000122408,0.50423625,0.139,0.128,1,GOLT1A
FAM131A,0.000123868,0.30715672,0.212,0.2,1,FAM131A
IQUB,0.000125469,0.324813246,0.017,0.013,1,IQUB
GGT1,0.000125868,0.28343255,0.161,0.149,1,GGT1
SPRR2A,0.000126417,0.237790716,0.011,0.008,1,SPRR2A
ZBTB25,0.000127211,0.407301243,0.092,0.081,1,ZBTB25
ACER2,0.000128386,-0.201662857,0.161,0.177,1,ACER2
FITM2,0.000128647,0.282669988,0.075,0.065,1,FITM2
CD207,0.000129781,-0.563154752,0.044,0.053,1,CD207
GRAMD1C,0.000129866,0.476821076,0.036,0.029,1,GRAMD1C
EBP,0.000129993,0.25542156,0.256,0.245,1,EBP
BSN,0.000130573,0.729299026,0.011,0.007,1,BSN
PHYHIPL,0.000131119,0.292976656,0.02,0.015,1,PHYHIPL
C9orf78,0.000131159,0.22175007,0.338,0.333,1,C9orf78
FAM47E,0.000131441,0.226025719,0.048,0.04,1,FAM47E
ZNF501,0.000132171,0.441713944,0.09,0.08,1,ZNF501
TIGD2,0.000132435,0.464821631,0.076,0.066,1,TIGD2
CSMD2,0.000132478,0.504515135,0.053,0.044,1,CSMD2
BYSL,0.000134461,0.284317718,0.212,0.2,1,BYSL
KCNK10,0.000137776,-0.447350488,0.008,0.012,1,KCNK10
STPG4,0.000141048,-0.518479848,0.007,0.011,1,STPG4
ATP2C2,0.000141192,0.335351045,0.217,0.205,1,ATP2C2
MED18,0.00014151,0.320621289,0.109,0.097,1,MED18
KCNK3,0.000143084,0.324811873,0.027,0.021,1,KCNK3
ADAM20,0.000143933,0.424671382,0.082,0.072,1,ADAM20
COQ8A,0.000144245,0.253473123,0.255,0.245,1,COQ8A
ONECUT3,0.00014476,0.233314421,0.182,0.169,1,ONECUT3
CD1C,0.000147112,0.514284519,0.026,0.02,1,CD1C
ZFP37,0.000147569,0.64563904,0.014,0.01,1,ZFP37
OTUD1,0.000149074,0.22789278,0.139,0.126,1,OTUD1
KCTD7,0.000149086,0.352744053,0.144,0.132,1,KCTD7
EFCAB6,0.000149308,0.456182363,0.053,0.044,1,EFCAB6
ZFYVE21,0.000151216,0.314766826,0.251,0.241,1,ZFYVE21
TASOR,0.000152303,0.293121303,0.274,0.268,1,TASOR
CD93,0.000157231,0.201644973,0.284,0.274,1,CD93
HSDL1,0.000157657,0.422071386,0.117,0.106,1,HSDL1
UBA5,0.000158027,0.2587685,0.237,0.226,1,UBA5
RGS18,0.000158291,0.35295359,0.044,0.036,1,RGS18
TLR10,0.000159022,-0.377513562,0.016,0.021,1,TLR10
MYLK4,0.000159023,-0.392677461,0.016,0.022,1,MYLK4
KIAA1324L,0.000159028,0.444561634,0.09,0.08,1,KIAA1324L
PLCXD2,0.000159254,0.573369588,0.074,0.064,1,PLCXD2
KATNBL1,0.000159638,0.452350284,0.045,0.037,1,KATNBL1
WDR5B,0.000159998,0.447724965,0.086,0.076,1,WDR5B
WDR47,0.000160642,0.427387319,0.102,0.091,1,WDR47
TTC36,0.000161347,0.324028334,0.012,0.008,1,TTC36
TGFB1I1,0.000162017,0.217072396,0.421,0.422,1,TGFB1I1
CEPT1,0.000162595,0.280624122,0.138,0.126,1,CEPT1
ZNF563,0.000162748,0.497651808,0.057,0.048,1,ZNF563
ZNF329,0.000162909,0.36999583,0.098,0.087,1,ZNF329
CD2,0.000163889,-0.545692245,0.024,0.031,1,CD2
TIGAR,0.000165039,0.305990445,0.17,0.159,1,TIGAR
ARHGEF25,0.000165889,0.243643945,0.211,0.199,1,ARHGEF25
KAT14,0.000167982,0.403561962,0.114,0.102,1,KAT14
ZNF44,0.000169394,0.316354826,0.166,0.155,1,ZNF44
VSTM5,0.000170153,-0.340243856,0.02,0.027,1,VSTM5
AGO3,0.000171064,0.264500115,0.233,0.223,1,AGO3
B3GLCT,0.000171444,0.342221333,0.069,0.059,1,B3GLCT
CASC1,0.000171861,0.423831832,0.012,0.008,1,CASC1
PTX3,0.000172368,0.239563278,0.059,0.07,1,PTX3
ZNF32,0.000173085,0.262399508,0.323,0.319,1,ZNF32
RABGGTA,0.000175457,0.210903912,0.227,0.215,1,RABGGTA
RNF150,0.000176398,0.537188483,0.072,0.063,1,RNF150
PIDD1,0.000176665,0.278010626,0.233,0.222,1,PIDD1
CLBA1,0.000177429,0.255373888,0.108,0.097,1,CLBA1
KBTBD12,0.000177514,-0.419434191,0.023,0.03,1,KBTBD12
RNF152,0.000177721,0.309359405,0.082,0.072,1,RNF152
FAM172A,0.000177942,0.330852249,0.236,0.226,1,FAM172A
CDH2,0.000178204,0.281490131,0.105,0.094,1,CDH2
LIX1L,0.000181616,0.234960643,0.329,0.322,1,LIX1L
C9orf152,0.000182105,0.292230657,0.135,0.122,1,C9orf152
KCNIP3,0.000184714,0.638316639,0.033,0.026,1,KCNIP3
DZIP1L,0.000185883,0.449926872,0.116,0.105,1,DZIP1L
HS3ST2,0.000186917,-0.464181828,0.013,0.018,1,HS3ST2
TUBG2,0.000188163,0.328340275,0.204,0.194,1,TUBG2
SIPA1L1,0.000189647,0.215493248,0.306,0.299,1,SIPA1L1
NLRC4,0.00019016,-0.23668334,0.011,0.016,1,NLRC4
MBD5,0.000190272,0.235492418,0.254,0.243,1,MBD5
HDX,0.000194389,-0.257749358,0.027,0.035,1,HDX
PHF3,0.000195262,0.260953496,0.262,0.254,1,PHF3
TMED5,0.000195566,0.200698499,0.391,0.39,1,TMED5
ATP6V1G2,0.000197742,0.770412946,0.026,0.02,1,ATP6V1G2
HMOX2,0.00020105,0.270988179,0.344,0.34,1,HMOX2
